motivos,crec,cred,equ,inic,inv,mkt,no,renta,sueldo,temp
Para poder comprar algo de mercancía para las fechas próximas y vender en mi lugar asignado.,0,0,0,0,1,0,0,0,0,0
"En este año nos han llegado nuevos clientes que solicitan crédito, por lo que mi flujo se vería afectado, por lo que requiero de un crédito y podría ser revolvente. Mi empresa facturo en el 2016 - $17millones y este 2017 - $24millones",0,0,0,0,0,0,0,0,0,1
INCREMENTAR EL CAPITAL DE TRABAJO Y CONSEGUIR MEJORES PRECIOS AL PAGAR DE CONTADO,0,0,0,0,1,0,0,0,0,0
es para comprar mas cosas para un pequño negocio deinterent que abri,0,0,0,1,0,0,0,0,0,0
Tengo un negocio de bisutería quiero invertir en nuevo producto e incrementar mis ventas,0,0,0,0,1,0,0,0,0,0
Comprar equipo de audio para renovar y dar mejor servicio en los eventos,0,0,1,0,0,0,0,0,0,0
comprar papel y materia prima de lo que es mi trabajo para poder ofrecer a mas empresas,0,0,0,0,1,0,0,0,0,0
En gastos para hacer crecer el negocio ya que las empresas nos tardan un mes en pagar,1,0,0,0,0,0,0,0,0,1
Mies presa se llama DISTRIBUIDORA LUMI & LED en la cual nos dedicamso a realizar venta de proyectos de iluminacion para el ahorro de energia.Tambien queremos abrir una tienda de iluminacion para la captacion de mas clientes.Sin mas por el momento me pongo a tus ordenes.Gracias.,0,0,0,1,0,0,0,0,0,0
"Lo quiero para invertir en la tienda, meterle más mobiliario y producto",0,0,0,0,1,0,0,0,0,0
Comprar teclados mouse y audifonosPoner unas pantallas en la paredDar mantenimiento a algunos equipos,0,0,1,0,0,0,0,0,0,0
por cuestiones de enfermedad de mi mama y mi hija me quede sin capital para reinvertir en mi negocio y debo surtir un pedido de cobijas y zapatos que me urge entregar,0,0,0,0,1,0,0,0,0,0
"Ventas y Marketing. Invertir en vendedores y eventos para promocionar el servicio, apoyado de Campañas de marketing digital para mail masivos dando introducción a nuestros productos y poder filtrar entre las diferentes empresas.",0,0,0,0,0,1,0,0,0,0
Soy cocinero y quiero completar para poder armar mi propio food truck,0,0,0,1,0,0,0,0,0,0
Inversiin tienda de regalos para el dia de la madre,0,0,0,1,0,0,0,0,0,0
para arrendar un carro utilitario y poder deducir gastos y hacer crecer mis ventas en la escuela en linea,0,0,1,0,0,0,0,0,0,0
ACABO DE EMPRENDER UN NEGOCIO DE COMIDA Y NECESITO INVERTIR UN POCO MAS EN MATERIA PRIMA PARA LA ELABORACION DE LOS ALIMENTOS,0,0,0,0,1,0,0,0,0,0
"Para invertir en material de construccion, y para comprar transporte",0,0,0,0,1,0,0,0,0,0
EN EL RAMO DE LA CONSTRUCCION DE CASA HABITACION,0,0,0,0,0,0,1,0,0,0
"buenas tardes, el negocio es de compra venta de telecomunicaciones, desde conmutadores, cableado estructurado, camaras de seguridad, controles de acceso y plumas vehiculares...para mas informacion puede accesar a www.rdzcomunication.com",0,0,1,0,0,0,0,0,0,0
Invertiré en compra de maquina y en un nuevo proyecto,0,0,1,0,0,0,0,0,0,0
Me interesa abrir un 2do establecimiento dentro de una plaza comercial,1,0,0,0,0,0,0,0,0,0
meter para amplair en ciber y equipo de imprecion y mercancia para mi papeleria,0,0,1,0,0,0,0,0,0,0
Desarrollo profesional mediante el estudio de una maestría en derecho financiero,0,0,0,0,0,0,1,0,0,0
Proyecto contrucción y renta de mini casitas móviles tambien llamadas Tiny Houses. Ver Facbook Tiny Houses Mexico.,0,0,0,0,0,0,1,0,0,0
DEL TOTAL DEL PRESTAMO QUE LES SOLICITO EL 50% PAGO DE DEUDAS PARA CONSOLIDAR EN UNA SOLA A LARGO PLAZO Y EL OTRO 40% APROX EN COMPRA DE MERCANCIA Y EL 10% EN TOQUES DE ACABADO PARA CRECER EL AREA DE VENTA,0,1,0,0,1,0,0,0,0,0
"Me gustaría invertir en minegocio, tengo una Dulceria y lo quisiera para comprar producto",0,0,0,0,1,0,0,0,0,0
"Con las bajas ventas que se han dado en estos dias por la difícil situación que existe, me he visto un poco apretado para poder pagar mis obligaciones y esto genera que a veces tenga que tomar dinero del capital de mi negocio para poder cumplir",0,1,0,0,0,0,0,0,0,0
comprar maquinaria para el bombeo de concreto con todos sus accesorios,0,0,1,0,0,0,0,0,0,0
"sueldos y pago de impuestos, el tamaño del préstamo es el de nuestro ingreso promedio mensual",0,0,0,0,0,0,0,0,1,0
Requiero este préstamo para poder adquirir equipo para mi negocio y no seguir mandando a maquilar a otro lado.,0,0,1,0,0,0,0,0,0,0
"Para invertir en mi negocio ,comprar equipo de oficina",0,0,1,0,0,0,0,0,0,0
Compra de inventario es decir materiales para construcción para tener mejor precio y así mismo un montacargas,0,0,0,0,1,0,0,0,0,0
Necesito mas publicidad y adquisición de telas para trabajo,0,0,0,0,0,1,0,0,0,0
Para pagar el teléfono y la luz porque desafortunadamente deje juntar dos meses,0,0,0,0,0,0,1,0,0,0
Pago de serviciosy compra de herramienta y mobilario.,0,0,1,0,0,0,0,0,0,0
El prestamo es para invertir en mercansia para vender,0,0,0,0,1,0,0,0,0,0
EN LIQUIDEZ PARA INVERTIR Y PAGAR CRECER MI NEGOCIO,0,1,0,0,0,0,0,0,0,0
"buenos días, requiero liquidez para compra de producto de herramientas de obra civil, rotomartillo, esmeriladoras",0,0,1,0,0,0,0,0,0,0
Remodelación de casas para venta y renta,0,0,1,0,0,0,0,0,0,0
"Capitalizar mi negocio para poder ampliar mi red de distribución, para poder llegar a todo el territorio nacional",1,0,0,0,0,0,0,0,0,0
Compra y venta de autos usados asi como herramienta y venta de partes de automóvil.,0,0,0,0,1,0,0,0,0,0
Para ampliar negocio.... Y poder abrir mas mercado..... Al igual quiero pagar otras,1,0,0,0,0,0,0,0,0,0
"capital de trabajo mi necesidad de crédito es de 50,000 a largo plazo o sea 2 años que es lo máximo que  ustedes dan.",0,0,0,0,1,0,0,0,0,0
"Que tal:  Contamos con una empresa pequeña en la fabricacion de veladoras: decorativas, abarroteras y esoterica. con ya casi 7 años en el mercado. Toda la infraestructura ya contamos con ella, pero nos falta capital de trabajo:  compra de materia prima para poder vender mas.",0,0,0,0,1,0,0,0,0,0
En capital de trabajo para un pedido en canada,0,0,0,0,1,0,0,0,0,0
"para comprar mas ganado y tener un mejr nivelde vida y a si poder conclui mi universidad , sin restricciones de dinero",0,0,0,0,0,0,1,0,0,0
"Mi negocio es de comida, he ido haciendo modificaciones porque la gente ha corrido la voz y cada vez tengo mas clientes, es por eso que necesito comprar mas inmobiliario y tener un mejor stock.",0,0,0,0,0,0,0,1,0,0
"complementar necesidades de mi negocio, para equipamiento y para cubrir algunos gastos del mismo",0,0,1,0,0,0,0,0,0,0
Actualmente tenemos que cubrir producto ya solictado por los clientes pero no se tiene credito y hay que pagarlos de contado,0,0,0,0,1,0,0,0,0,0
inversiones en Hosting y nube para mi negocio y prestar un mejor servicio,0,0,1,0,0,0,0,0,0,0
Me dedico al mantenimiento residencial e industrial y tengo varias maquinas y herramientas inhabilitadas por reparar,0,0,1,0,0,0,0,0,0,0
compra de mercancía e insumos para el negocio,0,0,0,0,1,0,0,0,0,0
Requiero comprar mercancía para ampliar mi negocio,0,0,0,0,1,0,0,0,0,0
SE PIENSA REMODELAR UN LOCAL COMERCIAL UBICADO EN EL CENTRO DE LA CIUDAD DE XALAPA,0,0,0,0,0,0,0,1,0,0
para comprar materia prima y equipo de computo,0,0,1,0,0,0,0,0,0,0
COMPRA DE EQUIPO DE OFICINA NUEVO PARA CRECIMIENTO Y CAPTACION DE MAS CLIENTES,0,0,1,0,0,0,0,0,0,0
Comprar maquinaria nueva que aumente mi productividad,0,0,1,0,0,0,0,0,0,0
nesecito sccaner automotriz y me falta acompletar actual mente es necesario tenerlo ya q m dedico a reparacion de transmiciones automaticas,0,0,0,0,0,0,1,0,0,0
Compra de materia primas como textiles así como el pago de proveedores de Maquila,0,0,0,0,1,0,0,0,0,0
Para comprar materia prima para expandir el negocio y abrir por las mañanas y no solo en las noches,0,0,0,0,1,0,0,0,0,0
Para realizar la reparación de mi vehículo,0,0,0,0,0,0,1,0,0,0
COMPRA DE INVENTARIO DE ARBOLES PARA UN TRABAJO,0,0,0,0,1,0,0,0,0,0
"Publicidad, mantenimiento de habitáciones, comprar equipo nuevo Cómo cámaras de seguridad",0,0,1,0,0,0,0,0,0,0
Quiero conprar producto para mi estetica,0,0,0,0,1,0,0,0,0,0
"Para invertir en materia prima, telas, playeras, etiquetas y nueva producción.",0,0,0,0,1,0,0,0,0,0
Capital de trabajo para un nuevo proyecto de señaletica en estacionamientos de Tiendas Chedraui en elque no tengo anticipo.,0,0,0,0,0,0,0,0,0,1
COMPRAR INSUMOS PARA REALIZAR UN TR BAJO QUE TENEMOS EN PUERTA E INVERSION,0,0,0,0,1,0,0,0,0,0
Pago a proveedor para producción de impresión.,0,0,0,0,1,0,0,0,0,0
quiero comprar mejoras para mi equipo de computo si me hicieran el grnadiciomo favor de prestarme este dinero si se los pago antes del mes,0,0,1,0,0,0,0,0,0,0
verán tengo un pequeño local de servicio técnico y venta de accesorios tanto de celulares como de computadoras y requiero un pequeño capital para compra de herramientas de trabajo y remo delación del local Este seria el primer préstamo ya que planeo construir una micro empresa.,0,0,1,0,0,0,0,1,0,0
invertir en materia prima para mi negocio,0,0,0,0,1,0,0,0,0,0
"en pagar algunas deudas que se han adquirido , inversion en herramienta para trabajo, compra de mercancia mejoras en el local .",0,1,0,0,0,0,0,0,0,0
en la compra de mercancía en especifico uniformes pq acabo de  cerrar una venta y no tengo el capital,0,0,0,0,1,0,0,0,0,0
quiero liquidar deudas y quedarme con mayor fluidez financiera así como arreglar mi casa,0,1,0,0,0,0,0,0,0,0
Quiero surtir mas mi negocio ya que tengo un año con una papeleria pero aun me hacen falta cosas que la gente me pide les agradezco este prestamo porque asi aumentaran mis ganancias,0,0,1,0,0,0,0,0,0,0
Me ayudaria a comprar producto para mi negocio,0,0,0,0,1,0,0,0,0,0
En mi educación para poder tener otro nivel de estudios superiores,0,0,0,0,0,0,1,0,0,0
"Vendo bolsa con publicidad impresa,mando fabricar bolsa de polietileno,de papel y de tela,doy anticipo para que me hagan mis trabajos y pago el resto cuando me entregan.Algunos clientes me dan anticipos,no todos y ahi es cuando necesito financiamiento.",0,0,0,0,0,0,0,0,0,1
Soy estilista profesional trabajo en mi mismo domicilio y tambien a domicilio por citas ademas de impartir cursos...,1,0,0,0,0,0,0,0,0,0
Para pagar mis deudas (unificarlas) ya que en el banco no me autorizan créditos por tener líneas de crédito abiertas y me rebotan por exceder capacidad de pago.,0,1,0,0,0,0,0,0,0,0
Lo necesito para comprar mercancia para un negocio que tengo de cosmetico indu,0,0,0,0,1,0,0,0,0,0
Necesito comprar una LapTop extra para poder realizar actividades de desarrollo e implementación de software de aplicación para mis clientes,0,0,1,0,0,0,0,0,0,0
En mercancía para mi negocio y propaganda,0,0,0,0,1,0,0,0,0,0
EN PROYECTOS FUTUROS QUE SE ESTA NEGOCIANDO  CON DIFERENTES  EMPRESAS EN LA INDUSTRIA PETROLERA,0,0,0,1,0,0,0,0,0,0
"ADQUISICION DE INSUMOS DE ALMACEN DE ALIMENTOS :MAIZ, SOYA   180,000.00  ADQUISICION DE CARNES POLLO, CERDO, RES  185,000.00CONSTRUCCION DE UN CUARTO FRIO  165,000.00ADQUISICION DE EQUIPO PARA CARNICERIA 105,000.00",0,0,0,0,1,0,0,0,0,0
liquidar pendientes,0,1,0,0,0,0,0,0,0,0
Empezare un negocio de mercadeo en red!!,0,0,0,1,0,0,0,0,0,0
Compra de Software para desarollo electronico,0,0,1,0,0,0,0,0,0,0
"Me dedico a la elaboración de chorizo,chilorio y carne machaca completamebte casero y necesito comprar una embutidora y una moledora de carne y articulos de envasado para darle otra presentación a mis productos.",0,0,1,0,0,0,0,0,0,0
materia prima para seguir elaborando mas producto,0,0,0,0,1,0,0,0,0,0
"Hola ,soy consultora Mary kay y nesecito hacer mi pedido",0,0,0,0,1,0,0,0,0,0
Para comprar materia prima para mi negocio ya que el mes de enero estuvo un poco tranquilo me dedico a la venta de pollo fresco y con ese dinero deseo comprar un poco de abarrote,0,0,0,0,1,0,0,0,0,0
"pienso  liquidar mis  créditos que tengo con  taza alta, para solo tener este crédito con taza mas conveniente.",0,1,0,0,0,0,0,0,0,0
para poder invertir en comprar mas productos para dar un mejor servicio a mis clientes,0,0,0,0,1,0,0,0,0,0
el negocio requiere una inversión ya que la demanda el mercado a rebasado mis recursos,0,0,1,0,0,0,0,0,0,0
Necesito cubrir un improvisto ya que tengo un negocio,0,0,0,0,0,0,1,0,0,0
Quiero incrementar mis ventas comprando mas mercancia por que tiene mucho potencial mi negocio,0,0,0,0,1,0,0,0,0,0
compra de mercancia asi como adquirir un vehiculo para trasporte de insumos,0,0,0,0,1,0,0,0,0,0
Voy a empezar un negocio y necesito un prestamo para comprar el equipo seria renta de carpas lonas y equipo para fiestas,0,0,1,0,0,0,0,0,0,0
REQUIERO PAGAR ALGUNOS GASTOS IMPREVISTOS,0,1,0,0,0,0,0,0,0,0
"Equipo industrial y de laboratorio, así mismo, me gustaría invertir en materia prima para la produccion de remedios herbolarios",0,0,1,0,0,0,0,0,0,0
Actualmente el negocio lo dirijo desde una oficina y el trabajo tecnico se realiza desde el taller de un familiar necesito tener un local propio que nos permita crecer independientemente,0,0,0,1,0,0,0,0,0,0
Lo que pasa es que ocupo para el siguien la escuela poder comprar un computadora ya que ocupo para poder ejercer trabajos mas tardados y como trabajo no me da tiempo de siempre estar un cafe internet,0,0,1,0,0,0,0,0,0,0
"Crecimiento de mi negocio, adquisición de maquinaria y materiales de trabajo para una producción mayor a la que vengo realizando por el momento",0,0,1,0,0,0,0,0,0,0
"Me dedico a la distribución de artículos de papelería y temporada, requiero capital ya que por la festividad del día del niño,  hay muy buena oportunidad de negocio",0,0,0,0,0,0,0,0,0,1
Invertir para hacer crecer mi negocio. En mi oficina y publicidad,0,0,0,0,0,1,0,0,0,0
Estamos en una etapa de crecimiento en el área de ventas y nesecitamos de un financiamiento para realizar acabo el trabajo final con nuestros clientes.,1,0,0,0,0,0,0,0,0,0
Invertir en mi negocio y comprar material para acomodar el producto,0,0,0,0,1,0,0,0,0,0
Para hacer reparaciones en mis carros quedarme con uno marca fucion 2006 y vender el otro mondeo 2006 los dos estam equipados,0,0,0,0,0,0,1,0,0,0
"Mi negocio es venta de ropa en un tianguis, sábados y domingos. yo soy ingeniero civil y trabajo de lunes a viernes, solamente vendo los sábados y domingos, necesito invertir en ropa para tener surtido y variedad de marcas y modelos; gracias.",0,0,0,0,1,0,0,0,0,0
Compra de maquinaria y habilitación de espacio de trabajo,0,0,1,0,0,0,0,0,0,0
"COMPRAR EQUIPO, MEJORAR MIS VEHICULOS, COMPRA DE COMPUTO Y PAGOS A PROVEEDORES",0,0,1,0,0,0,0,0,0,0
Adquisición maquina y capital de trabajo,0,0,1,0,0,0,0,0,0,0
Compra de un terreno para continuar invirtiendo.,0,0,1,0,0,0,0,0,0,0
tengo un negocio en la condesa los dias lunes y martes en los que vendo comida y quiero agrandar mi puesto es por eso la solicitud del prestamo gracias,0,0,0,0,0,0,0,1,0,0
en mi negocio mas surtido para venta a empresas,0,0,0,0,1,0,0,0,0,0
necesito comprar algunas licencias y renovar otras,1,0,0,0,0,0,0,0,0,0
tengo ordenes de compra de MABE que no he podido surtir por falta de capital de trabajo por lo que requiero un prestamo urgentegracias,0,0,0,0,1,0,0,0,0,0
venta de productos naturales para el bien estar de las personas,0,0,0,0,1,0,0,0,0,0
quiero comprar zapato y ropa y de esta manera tendria una mejor forma de vivir,0,0,0,0,0,0,1,0,0,0
"Adquirir materiales para instalaciones, equipos solares, mejorar imagen de local.",0,0,1,0,0,0,0,0,0,0
solicito el prestamo para pago de materia prima para mi negocio y pagarlo al momneto de tener la recuperacion de las ventas,0,0,0,0,1,0,0,0,0,0
la idea es promover de alguna manera mis productos atravez de publicidad a lo largo de los estados aledaños a mi localización,0,0,0,0,0,1,0,0,0,0
"remodelacion, equipo de computo accesorios y herramientas de trabajo",0,0,1,0,0,0,0,0,0,0
financiamiento para mejorar instalaciones y financiamiento de nuevos proyectos,0,0,0,0,0,0,0,1,0,0
Compra de equipos para confección de los materiales que se comercializan como lo son prensas industriales,0,0,1,0,0,0,0,0,0,0
Para poder invertir y pagar algunas cosas,0,1,0,0,0,0,0,0,0,0
COMPRA-VENTA DE BOLSAS DE COSTAL RAFIA (COSER EN MAQUINA RECTA INDUSTRIAL),0,0,0,0,1,0,0,0,0,0
"gane una licitacion en cfe para suttir tuberia de acero al carbon y nesecito comprar la mercancia, CFE me pagara en 20 dias",0,0,0,0,1,0,0,0,0,0
Deseo renovar mi consultorio comprando equipo que mejore la eficacia brindando un mejor servicio,0,0,1,0,0,0,0,0,0,0
Compra de herramienta nueva y equipo de exhibicion,0,0,1,0,0,0,0,0,0,0
compra de computadoras me dedico al remate bancario,0,0,1,0,0,0,0,0,0,0
"Incrementando el numero de accesorios de stock, para garantizar a mis clientes, entregas mas rapidas que la competencia",0,0,0,0,1,0,0,0,0,0
crecer mi negocio con agregar inventario de producto y comprar mobiliario para adecuar instalaciones,0,0,0,0,1,0,0,0,0,0
para seguir  invirtiendo  en mi negocio  contratar  vendedores para ampliarlo necesutatia mas mercancía,0,0,0,0,1,0,0,0,0,0
maquinas para mi negocio y agilizar el tiempo de entrega,0,0,1,0,0,0,0,0,0,0
"NECESITO INVERTIR EN MI NEGOCIO, COMPRAR MAQUINARIA ES PARA UNA IMPRENTA",0,0,1,0,0,0,0,0,0,0
"Terminar de pagar el terreno donde actualmente tengo mi negocio. El dueño del terreno cambió de recidencia y soy el primero al que le ofreció el terreno. Ya le pagué una parte, 100 mil.",0,0,0,0,0,0,1,0,0,0
"Crecimiento de la empresa al financiar proyectos reales masivos ya facturados, mayor flujo de efectivo para nuevos proyectos reales.",1,0,0,0,0,0,0,0,0,0
"necesitamos capital de trabajo, comprar insumos, comprar piso y alfombras para cambios de clientes constantes que pagan de 30 a 60 días. Comprar algunas maquinas pulidoras para crecer nuestro negocio",0,0,1,0,0,0,0,0,0,1
Tenemos un Contrato  de Prestaciond e Servicios por 36 meses con una empresa nacional y necesitamos dinero para la inversión en equipo y Capital de trabajo.,0,0,1,0,1,0,0,0,0,0
"Buenas tardes Busco una  ampliación de oficinas. y comprar material y equipo del misma para darle seguimiento a mis clientes.Ojalá puedan ayudarme,Saludos",0,0,1,0,0,0,0,0,0,0
compra una maquina para el negoxio asi incrementa un 10% el trabajo y ganancias,0,0,1,0,0,0,0,0,0,0
Requiero capital de trabajo para surtimiento de mercancía y pago de costos de operación,0,0,0,0,1,0,0,0,0,0
Tengo una emergencia medica de un familiar,0,0,0,0,0,0,1,0,0,0
Es paga pagar mercancía a proveedores y que me puedan dejar mas mercancía.,0,0,0,0,1,0,0,0,0,0
"En ampliar la planta, es una empacadora de carnes frias, queremos meter maquinaria para empacar diferentes cantidades de embutidos al alto vacio",0,0,1,0,0,0,0,0,0,0
"En compra para materiales de stock, ampliar un poco mas el negocio. mas que nada en la compra de materia prima",0,0,0,0,1,0,0,0,0,0
